GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS700413824	2019-01-20 19:34:41.0	28448	species	Rosy Starling	Pastor roseus			200				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					670301, Kalliasseri IN-Kerala (11.9699,75.3138)	L8460195	P	11.96989	75.313844	2019-01-20	06:58:00	obsr669031	S51847360	Traveling	P22	EBIRD_IND	21	0.525		2	1		0	0	0		Sun about to rise. More than a foot of water in the streams	Over flew	
URN:CornellLabOfOrnithology:EBIRD:OBS697711091	2019-01-13 06:24:07.0	28448	species	Rosy Starling	Pastor roseus			75				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Priyadarshini Park, Naval Academy	L6375848	P	12.0516016	75.2003593	2019-01-11	06:35:00	obsr506900	S51620841	Traveling	P22	EBIRD_IND	1	4		3	1		0	0	0			More than 75	
URN:CornellLabOfOrnithology:EBIRD:OBS698619229	2019-01-15 06:05:49.0	28448	species	Rosy Starling	Pastor roseus			60				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Priyadarshini Park, Naval Academy	L6375848	P	12.0516016	75.2003593	2019-01-15	06:35:00	obsr506900	S51696229	Traveling	P22	EBIRD_IND	60	3		2	1		0	0	0		Morning Walk with Dipu Sir	2 big flocks and one small group	
URN:CornellLabOfOrnithology:EBIRD:OBS693047127	2019-01-03 08:17:02.0	28448	species	Rosy Starling	Pastor roseus			200				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					kalarivathukkal - keeriyad Road, Kerala, IN (11.927, 75.357)	L8220332	P	11.9271946	75.3573432	2019-01-03	16:47:00	obsr1010371	S51246877	Traveling	P22	EBIRD	120	2		4	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS698967517	2019-01-16 01:43:32.0	28448	species	Rosy Starling	Pastor roseus			300				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L5155964	H	12.0399864	75.2992422	2019-01-15	06:59:00	obsr941118	S51726446	Traveling	P22	EBIRD_IND	169	8.834		2	1	G3763312	0	0	0		Bright sunny morning 	Caught unaware. But got some on camera	
URN:CornellLabOfOrnithology:EBIRD:OBS698979659	2019-01-16 04:43:16.0	28448	species	Rosy Starling	Pastor roseus			300				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L5155964	H	12.0399864	75.2992422	2019-01-15	06:59:00	obsr1196810	S51727403	Traveling	P22	EBIRD_IND	169	8.834		2	1	G3763312	0	0	0		Bright sunny morning 	Caught unaware. But got some on camera	
URN:CornellLabOfOrnithology:EBIRD:OBS698577688	2019-01-16 00:37:57.0	28448	species	Rosy Starling	Pastor roseus			300				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L5155964	H	12.0399864	75.2992422	2019-01-15	06:59:00	obsr669031	S51693194	Traveling	P22	EBIRD_IND	169	8.834		2	1	G3763312	0	0	0		Bright sunny morning 	Caught unaware. But got some on camera	
URN:CornellLabOfOrnithology:EBIRD:OBS699280372	2019-01-16 22:59:53.0	28448	species	Rosy Starling	Pastor roseus			1950				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	07:00:00	obsr845684	S51752817	Traveling	P22	EBIRD_IND	87	1.12		5	1	G3766820	0	0	0			Not typo error, huge flocks seen	
URN:CornellLabOfOrnithology:EBIRD:OBS701753948	2019-01-23 05:05:54.0	5795	species	Ruddy Turnstone	Arenaria interpres			12				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kizhunna Beach	L2660025	H	11.8279119	75.413096	2019-01-23	10:00:00	obsr1196810	S51955904	Traveling	P22	EBIRD	45	0.973		2	1	G3788944	0	0	0			Picture attached	
URN:CornellLabOfOrnithology:EBIRD:OBS701727547	2019-01-23 03:37:26.0	5795	species	Ruddy Turnstone	Arenaria interpres			12				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kizhunna Beach	L2660025	H	11.8279119	75.413096	2019-01-23	10:00:00	obsr669031	S51953912	Traveling	P22	EBIRD	45	0.973		2	1	G3788944	0	0	0			Picture attached	
URN:CornellLabOfOrnithology:EBIRD:OBS701727536	2019-01-23 00:16:33.0	5795	species	Ruddy Turnstone	Arenaria interpres			12				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kizhunna Beach	L2660025	H	11.8279119	75.413096	2019-01-23	10:00:00	obsr941118	S51953911	Traveling	P22	EBIRD	45	0.973		2	1	G3788944	0	0	0			Picture attached 	
URN:CornellLabOfOrnithology:EBIRD:OBS700501745	2019-01-24 04:31:51.0	5795	species	Ruddy Turnstone	Arenaria interpres			10				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kizhunna Beach	L2660025	H	11.8279119	75.413096	2019-01-20	07:04:00	obsr1010371	S51853337	Traveling	P22	EBIRD	30	0.4		2	1		1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS708511724	2019-02-09 19:51:06.0	5795	species	Ruddy Turnstone	Arenaria interpres			12				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kizhunna Beach	L2660025	H	11.8279119	75.413096	2019-01-23	10:00:00	obsr1046844	S52536424	Traveling	P22	EBIRD	45	0.973		2	1	G3788944	0	0	0			Picture attached 	
URN:CornellLabOfOrnithology:EBIRD:OBS699538550	2019-01-17 19:08:07.0	5795	species	Ruddy Turnstone	Arenaria interpres			12				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Tern Beach	L3851444	P	11.86889	75.35556	2019-01-17	06:45:00	obsr472316	S51775555	Traveling	P22	EBIRD	60	0.2		1	1		0	0	0		Dawn, sunrise.		
URN:CornellLabOfOrnithology:EBIRD:OBS699270431	2019-01-16 22:15:38.0	27368	species	Siberian Stonechat	Saxicola maurus			4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	08:30:00	obsr1010371	S51752058	Traveling	P22	EBIRD_IND	55	1.67		5	1	G3766811	0	0	0			Two male birds and 2 female birds..	
URN:CornellLabOfOrnithology:EBIRD:OBS698574349	2019-01-16 08:32:25.0	27368	species	Siberian Stonechat	Saxicola maurus			4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	08:30:00	obsr558508	S51692954	Traveling	P22	EBIRD_IND	55	1.67		5	1	G3766811	0	0	0			Two male birds and 2 female birds..	
URN:CornellLabOfOrnithology:EBIRD:OBS703488906	2019-01-30 13:01:35.0	27368	species	Siberian Stonechat	Saxicola maurus			6				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-27	15:50:00	obsr1010371	S52096950	Traveling	P22	EBIRD	144	7		2	1		0	0	0		With friend		
URN:CornellLabOfOrnithology:EBIRD:OBS699332343	2019-01-17 07:39:03.0	27368	species	Siberian Stonechat	Saxicola maurus			4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	08:30:00	obsr794167	S51756794	Traveling	P22	EBIRD_IND	55	1.67		5	1	G3766811	0	0	0			Two male birds and 2 female birds..	
URN:CornellLabOfOrnithology:EBIRD:OBS700537862	2019-01-22 11:52:47.0	27368	species	Siberian Stonechat	Saxicola maurus			3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L5155964	H	12.0399864	75.2992422	2019-01-20	10:19:00	obsr669031	S51856046	Traveling	P22	EBIRD_IND	70	4		2	1	G3782436	0	0	0		Bright sunny morning 	Picture attached	
URN:CornellLabOfOrnithology:EBIRD:OBS699296721	2019-01-17 00:47:37.0	27368	species	Siberian Stonechat	Saxicola maurus			4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	08:30:00	obsr1196810	S51754182	Traveling	P22	EBIRD_IND	55	1.67		5	1	G3766811	0	0	0			Two male birds and 2 female birds..	
URN:CornellLabOfOrnithology:EBIRD:OBS698055607	2019-01-13 18:57:47.0	27368	species	Siberian Stonechat	Saxicola maurus			3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					MADAYI PARA	L3138965	H	12.0322847	75.2569056	2019-01-13	15:45:00	obsr472316	S51649985	Traveling	P22	EBIRD	135	2		1	1		0	0	0		Sunny, warm cool.		
URN:CornellLabOfOrnithology:EBIRD:OBS702131618	2019-01-24 05:36:55.0	27368	species	Siberian Stonechat	Saxicola maurus			3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-20	08:45:00	obsr1010371	S51853467	Traveling	P22	EBIRD	90	3		2	1		1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS699280430	2019-01-16 22:59:55.0	27368	species	Siberian Stonechat	Saxicola maurus			4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	08:30:00	obsr845684	S51752818	Traveling	P22	EBIRD_IND	55	1.67		5	1	G3766811	0	0	0			Two male birds and 2 female birds..	
URN:CornellLabOfOrnithology:EBIRD:OBS699006377	2019-01-16 08:32:25.0	27368	species	Siberian Stonechat	Saxicola maurus			4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	08:30:00	obsr641574	S51729576	Traveling	P22	EBIRD_IND	55	1.67		5	1	G3766811	0	0	0			Two male birds and 2 female birds..	
URN:CornellLabOfOrnithology:EBIRD:OBS694604178	2019-01-07 10:18:54.0	27368	species	Siberian Stonechat	Saxicola maurus			3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L2514933	H	12.0166667	75.2666667	2019-01-06	16:15:00	obsr464036	S51378924	Traveling	P22	EBIRD	90	0.2		2	1	G3735041	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS700923377	2019-01-22 06:49:19.0	27368	species	Siberian Stonechat	Saxicola maurus			3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L5155964	H	12.0399864	75.2992422	2019-01-20	10:19:00	obsr1196810	S51887322	Traveling	P22	EBIRD_IND	70	4		2	1	G3782436	0	0	0		Bright sunny morning 	Picture attached 	
URN:CornellLabOfOrnithology:EBIRD:OBS695862999	2019-01-08 12:03:17.0	27368	species	Siberian Stonechat	Saxicola maurus			3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L2514933	H	12.0166667	75.2666667	2019-01-08	15:25:00	obsr472316	S51464966	Traveling	P22	EBIRD	150	1		1	1		0	0	0		Sunny, cool		
URN:CornellLabOfOrnithology:EBIRD:OBS695250005	2019-01-07 10:19:07.0	27368	species	Siberian Stonechat	Saxicola maurus			3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L2514933	H	12.0166667	75.2666667	2019-01-06	16:15:00	obsr1196810	S51422518	Traveling	P22	EBIRD	90	0.2		2	1	G3735041	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS702867867	2019-01-26 05:11:11.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-25	16:32:00	obsr1010371	S52046728	Traveling	P22	EBIRD	85	3		2	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS698224361	2019-01-14 08:15:49.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Ezhome	L5155964	H	12.0399864	75.2992422	2019-01-11	11:01:00	obsr669031	S51545475	Traveling	P22	EBIRD_IND	69	10.272		1	1		1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS693462929	2019-01-23 21:38:58.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-04	07:04:00	obsr1010371	S51286427	Traveling	P22	EBIRD	176	7		1	1	G3791001	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS693020898	2019-01-22 02:30:55.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-03	06:50:00	obsr1010371	S51244662	Traveling	P22	EBIRD	200	5		2	1	G3786291	1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS701359490	2019-01-22 02:30:56.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-03	06:50:00	obsr984700	S51922863	Traveling	P22	EBIRD	200	5		2	1	G3786291	1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS691858516	2019-01-07 02:45:37.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-01	06:56:00	obsr1010371	S51142410	Traveling	P22	EBIRD	201	8		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS702074176	2019-01-23 21:38:58.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-04	07:04:00	obsr1229050	S51981441	Traveling	P22	EBIRD	176	7		1	1	G3791001	0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS701733324	2019-01-23 01:22:50.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-23	07:10:00	obsr1010371	S51954382	Stationary	P21	EBIRD	93			2	1		0	0	0		Me and aswin sir		
URN:CornellLabOfOrnithology:EBIRD:OBS696194207	2019-01-25 11:44:20.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-09	06:50:00	obsr1010371	S51491540	Traveling	P22	EBIRD	220	4		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS702461640	2019-01-25 01:28:09.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-25	07:05:00	obsr1010371	S52013145	Traveling	P22	EBIRD	80	2		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS701342847	2019-01-22 00:08:34.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-22	07:01:00	obsr1010371	S51921428	Traveling	P22	EBIRD	90	3		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS700028125	2019-01-19 00:50:26.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-19	06:55:00	obsr1010371	S51815286	Traveling	P22	EBIRD	80	3		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS700576683	2019-01-20 10:01:40.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-20	17:02:00	obsr1010371	S51859337	Traveling	P22	EBIRD	65	3		2	1		0	0	0		With sharafu		
URN:CornellLabOfOrnithology:EBIRD:OBS700503193	2019-01-24 05:36:55.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-20	08:45:00	obsr1010371	S51853467	Traveling	P22	EBIRD	90	3		2	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS697779478	2019-01-18 01:13:03.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-13	07:00:00	obsr1010371	S51626538	Traveling	P22	EBIRD	240	7		2	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS702120437	2019-01-24 02:47:38.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-24	07:30:00	obsr1010371	S51984758	Traveling	P22	EBIRD	90	2		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS702850427	2019-01-26 01:39:25.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-26	07:02:00	obsr1010371	S52045491	Traveling	P22	EBIRD	70	2		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS703315160	2019-01-27 00:45:37.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-27	07:02:00	obsr1010371	S52082834	Traveling	P22	EBIRD	90	3		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS696786213	2019-01-10 21:59:34.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-10	07:00:00	obsr1010371	S51542733	Traveling	P22	EBIRD	160	4		3	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS695750622	2019-01-08 01:00:36.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	4				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-08	06:50:00	obsr1010371	S51455696	Traveling	P22	EBIRD	180	5		1	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS694645191	2019-01-22 06:50:16.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	2				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-05	06:56:00	obsr1010371	S51382477	Traveling	P22	EBIRD	84	2		2	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS699615744	2019-01-18 00:12:00.0	27370	issf	Siberian Stonechat	Saxicola maurus	Siberian Stonechat (Siberian)	Saxicola maurus [maurus Group]	3				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-18	07:00:00	obsr1010371	S51781590	Traveling	P22	EBIRD	203	5		2	1		0	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS694603075	2019-01-06 11:46:22.0	5352	species	Slaty-legged Crake	Rallina eurizonoides			1				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kannadiparamba - Mathodam wetland	L8379755	P	11.9349434	75.3997249	2019-01-06	07:30:00	obsr978649	S51377495	Traveling	P22	EBIRD	145	1		3	1	G3730488	0	0	0		Marshy area, bushes, mangroves etc.		
URN:CornellLabOfOrnithology:EBIRD:OBS701429829	2019-01-22 08:54:28.0	5352	species	Slaty-legged Crake	Rallina eurizonoides			1				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kannadiparamba - Mathodam wetland	L8379755	P	11.9349434	75.3997249	2019-01-06	07:30:00	obsr1229050	S51927951	Traveling	P22	EBIRD	145	1		3	1	G3730488	0	0	0		Marshy area, bushes, mangroves etc.		
URN:CornellLabOfOrnithology:EBIRD:OBS694656192	2019-01-06 11:46:33.0	5352	species	Slaty-legged Crake	Rallina eurizonoides			1				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kannadiparamba - Mathodam wetland	L8379755	P	11.9349434	75.3997249	2019-01-06	07:30:00	obsr1010371	S51383390	Traveling	P22	EBIRD	145	1		3	1	G3730488	0	0	0		Marshy area, bushes, mangroves etc.		
URN:CornellLabOfOrnithology:EBIRD:OBS700078946	2019-01-19 07:45:33.0	5352	species	Slaty-legged Crake	Rallina eurizonoides			1				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kannadiparamba - Mathodam wetland	L8379755	P	11.9349434	75.3997249	2019-01-06	07:30:00	obsr471204	S51818818	Traveling	P22	EBIRD	145	1		3	1	G3730488	0	0	0		Marshy area, bushes, mangroves etc.		
URN:CornellLabOfOrnithology:EBIRD:OBS699297490	2019-01-17 00:48:47.0	1986	species	Spotted Dove	Streptopelia chinensis			16				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	07:00:00	obsr1196810	S51754215	Traveling	P22	EBIRD_IND	87	1.12		5	1	G3766820	0	0	0			Not typo error	
URN:CornellLabOfOrnithology:EBIRD:OBS699270457	2019-01-16 22:15:45.0	1986	species	Spotted Dove	Streptopelia chinensis			16				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	07:00:00	obsr1010371	S51752060	Traveling	P22	EBIRD_IND	87	1.12		5	1	G3766820	0	0	0			Not typo error	
URN:CornellLabOfOrnithology:EBIRD:OBS699280356	2019-01-16 22:59:53.0	1986	species	Spotted Dove	Streptopelia chinensis			16				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	07:00:00	obsr845684	S51752817	Traveling	P22	EBIRD_IND	87	1.12		5	1	G3766820	0	0	0			Not typo error	
URN:CornellLabOfOrnithology:EBIRD:OBS699007216	2019-01-16 08:35:32.0	1986	species	Spotted Dove	Streptopelia chinensis			16				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	07:00:00	obsr641574	S51729639	Traveling	P22	EBIRD_IND	87	1.12		5	1	G3766820	0	0	0			Not typo error	
URN:CornellLabOfOrnithology:EBIRD:OBS698573994	2019-01-16 08:34:47.0	1986	species	Spotted Dove	Streptopelia chinensis			16				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	07:00:00	obsr558508	S51692928	Traveling	P22	EBIRD_IND	87	1.12		5	1	G3766820	0	0	0			Not typo error	
URN:CornellLabOfOrnithology:EBIRD:OBS699332368	2019-01-17 07:39:06.0	1986	species	Spotted Dove	Streptopelia chinensis			16				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Kattampally	L3085936	H	11.9399979	75.3791285	2019-01-14	07:00:00	obsr794167	S51756795	Traveling	P22	EBIRD_IND	87	1.12		5	1	G3766820	0	0	0			Not typo error	
URN:CornellLabOfOrnithology:EBIRD:OBS694645180	2019-01-22 06:50:16.0	1986	species	Spotted Dove	Streptopelia chinensis			10				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					Chirakkal - Mayyil - Kololam Road, Kattampally, Kerala, IN (11.94, 75.38)	L8123469	P	11.9397958	75.3802704	2019-01-05	06:56:00	obsr1010371	S51382477	Traveling	P22	EBIRD	84	2		2	1		1	0	0				
URN:CornellLabOfOrnithology:EBIRD:OBS694641546	2019-01-07 06:46:48.0	1986	species	Spotted Dove	Streptopelia chinensis			18				India	IN	Kerala	IN-KL	Kannur	IN-KL-KN					chemallikundu	L5090530	P	12.0519956	75.2409625	2019-01-06	07:00:00	obsr464036	S51382165	Traveling	P22	EBIRD	180	1.5		2	1	G3735042	0	0	0				
