	GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	Unnamed: 46
49	URN:CornellLabOfOrnithology:EBIRD:OBS701758380	2019-02-10 10:11:57.0	18869	species	Brown Shrike	Lanius cristatus			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.132373699999999	76.687333	2019-01-19	10:42:00	obsr946757	S51923716	Traveling	P22	EBIRD	420.0	9.656		4	0		0	0	0			Found at Salim ali trail	
50	URN:CornellLabOfOrnithology:EBIRD:OBS707625358	2019-02-07 09:19:16.0	18869	species	Brown Shrike	Lanius cristatus			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-04	06:30:00	obsr636334	S52460211	Traveling	P22	EBIRD_IND	660.0	10.0		5	1	G3835576	0	0	0				
51	URN:CornellLabOfOrnithology:EBIRD:OBS695915509	2019-02-07 09:19:16.0	18869	species	Brown Shrike	Lanius cristatus			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-04	06:30:00	obsr680862	S51469504	Traveling	P22	EBIRD_IND	660.0	10.0		5	1	G3835576	0	0	0				
53	URN:CornellLabOfOrnithology:EBIRD:OBS696471563	2019-01-10 01:07:13.0	8593	species	Brown Wood-Owl	Strix leptogrammica			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kerala, IN (10.103, 76.701)	L8400571	P	10.102936099999999	76.7011983	2019-01-06	15:30:00	obsr973438	S51515173	Traveling	P22	EBIRD_IND	220.0	6.0		5	1	G3744548	0	0	0			On a tree in the jungle	
54	URN:CornellLabOfOrnithology:EBIRD:OBS696472057	2019-01-10 01:07:13.0	8593	species	Brown Wood-Owl	Strix leptogrammica			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kerala, IN (10.103, 76.701)	L8400571	P	10.102936099999999	76.7011983	2019-01-06	15:30:00	obsr1104011	S51515208	Traveling	P22	EBIRD_IND	220.0	6.0		5	1	G3744548	0	0	0			On a tree in the jungle	
55	URN:CornellLabOfOrnithology:EBIRD:OBS699098445	2019-01-16 13:27:18.0	8593	species	Brown Wood-Owl	Strix leptogrammica			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekad--GLPS Palamattam	L4187485	H	10.1044563	76.7048446	2019-01-08	12:23:00	obsr596603	S51610090	Traveling	P22	EBIRD	202.0	1.175		3	1		1	0	0			A pair was seen perched on the same branch	
56	URN:CornellLabOfOrnithology:EBIRD:OBS693584858	2019-01-13 01:42:08.0	8593	species	Brown Wood-Owl	Strix leptogrammica			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekad--Soma Birds Lagoon	L3648178	H	10.097673599999998	76.7158967	2019-01-04	15:41:00	obsr188371	S51297507	Traveling	P22	EBIRD	381.0	8.0		3	1	G3721034	1	0	0			Photos	
57	URN:CornellLabOfOrnithology:EBIRD:OBS693614956	2019-01-13 01:44:18.0	8593	species	Brown Wood-Owl	Strix leptogrammica			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					(10.0976,76.7169)	L8365724	P	10.097632	76.71691700000001	2019-01-04	15:41:00	obsr1159040	S51300078	Traveling	P22	EBIRD	381.0	8.0		3	1	G3721034	1	0	0			Photos	
58	URN:CornellLabOfOrnithology:EBIRD:OBS702109122	2019-02-11 03:51:07.0	8593	species	Brown Wood-Owl	Strix leptogrammica			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekad	L8478813	P	10.1029459	76.7013173	2019-01-21	06:45:00	obsr652032	S51957668	Traveling	P22	EBIRD	420.0	15.0		3	1		1	0	0			Found at Thattekad Salim ali bird santuary	
59	URN:CornellLabOfOrnithology:EBIRD:OBS701369803	2019-02-10 10:11:57.0	26787	species	Blue-throated Flycatcher	Cyornis rubeculoides			5				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.132373699999999	76.687333	2019-01-19	10:42:00	obsr946757	S51923716	Traveling	P22	EBIRD	420.0	9.656		4	0		0	0	0			Present 	
60	URN:CornellLabOfOrnithology:EBIRD:OBS704545821	2019-02-02 08:33:40.0	6391	species	Caspian Tern	Hydroprogne caspia			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.861369999999999	76.27773	2019-01-29	16:05:00	obsr809396	S52191217	Traveling	P22	EBIRD	50.0	0.966		2	1	G3812120	0	0	0			Single bird with gulls	
61	URN:CornellLabOfOrnithology:EBIRD:OBS704545800	2019-01-29 21:14:13.0	6391	species	Caspian Tern	Hydroprogne caspia			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.861369999999999	76.27773	2019-01-29	16:05:00	obsr508619	S52191216	Traveling	P22	EBIRD	50.0	0.966		2	1	G3812120	0	0	0			Single bird with gulls	
62	URN:CornellLabOfOrnithology:EBIRD:OBS697264510	2019-01-12 22:04:58.0	6391	species	Caspian Tern	Hydroprogne caspia			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.861369999999999	76.27773	2019-01-12	16:42:00	obsr527144	S51585812	Traveling	P22	EBIRD	92.0	0.95		2	1	G3751138	1	0	0			Photographed	
63	URN:CornellLabOfOrnithology:EBIRD:OBS697275109	2019-01-12 12:26:07.0	6391	species	Caspian Tern	Hydroprogne caspia			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.861369999999999	76.27773	2019-01-12	16:42:00	obsr638917	S51586738	Traveling	P22	EBIRD	92.0	0.95		2	1	G3751138	1	0	0			Photographed	
64	URN:CornellLabOfOrnithology:EBIRD:OBS697264551	2019-01-12 22:04:58.0	6391	species	Caspian Tern	Hydroprogne caspia			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.861369999999999	76.27773	2019-01-12	16:42:00	obsr809396	S51585813	Traveling	P22	EBIRD	92.0	0.95		2	1	G3751138	1	0	0			Photographed	
66	URN:CornellLabOfOrnithology:EBIRD:OBS704545843	2019-01-29 21:14:14.0	6391	species	Caspian Tern	Hydroprogne caspia			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.861369999999999	76.27773	2019-01-29	16:05:00	obsr638917	S52191219	Traveling	P22	EBIRD	50.0	0.966		2	1	G3812120	0	0	0			Single bird with gulls	
67	URN:CornellLabOfOrnithology:EBIRD:OBS701369841	2019-02-10 10:11:57.0	3343	species	Sri Lanka Frogmouth	Batrachostomus moniliger			6				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.132373699999999	76.687333	2019-01-19	10:42:00	obsr946757	S51923716	Traveling	P22	EBIRD	420.0	9.656		4	0		0	0	0			3 different locations	
68	URN:CornellLabOfOrnithology:EBIRD:OBS694494370	2019-01-06 10:48:38.0	3089	species	Chestnut-winged Cuckoo	Clamator coromandus			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					(10.0976,76.7169)	L8365724	P	10.097632	76.71691700000001	2019-01-06	06:45:00	obsr1159040	S51370516	Incidental	P20	EBIRD				2	0	G3728695	0	0	0		Casual birding around grounds of Hornbill Camp plus along narrow access road walking ca. 1 mike NW of camp along Periyar R.	Seen well in binoculars then in spotting scope. Perched on tree limb in overgrown teak plantation, adjacent to large pond. Very like Pied Cuckoo but with large chestnut panels in wings.	
69	URN:CornellLabOfOrnithology:EBIRD:OBS694494077	2019-01-12 13:02:25.0	3089	species	Chestnut-winged Cuckoo	Clamator coromandus			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekad--The Hornbill Camp (Restricted Access)	L5276476	H	10.1128448	76.70223	2019-01-06	06:45:00	obsr188371	S51370492	Incidental	P20	EBIRD				2	0	G3728695	0	0	0		Casual birding around grounds of Hornbill Camp plus along narrow access road walking ca. 1 mile NW of camp along Periyar R.	Seen well in binoculars then in spotting scope. Perched on tree limb in overgrown teak plantation, adjacent to large pond. Very like Pied Cuckoo but with large chestnut panels in wings.	
70	URN:CornellLabOfOrnithology:EBIRD:OBS697224409	2019-01-17 08:30:26.0	29425	species	Citrine Wagtail	Motacilla citreola			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadungamangalam Church Road, Thiruvankulam, Kerala, IN (9.938, 76.378)	L8412124	P	9.937628	76.37783320000001	2019-01-12	07:34:00	obsr823367	S51582386	Traveling	P22	EBIRD_IND	20.0	0.3		3	1	G3769550	0	0	0			It was identified by seeing it's specifications such as yellow color over the head. We had seen this bird on several times from Gujarat and photographed from there. So it was easy to identify the bird	
71	URN:CornellLabOfOrnithology:EBIRD:OBS700923423	2019-01-21 00:23:46.0	29425	species	Citrine Wagtail	Motacilla citreola			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Puthuvype Beach - Valappu Road, Vypin, Kerala, IN (10.007, 76.218)	L6422299	P	10.0067417	76.21817	2019-01-20	10:18:00	obsr1196810	S51887325	Traveling	P22	EBIRD	120.0	4.21		2	1	G3782438	0	0	0		AWC count at 4 points along a 4km stretch at Puthuvype on Vypeen Island, Cochin. --Salt water marshes and seafront. 40-50% coverage. --Human activity, LNG terminal,  garbage and traffic are disturbance and threat for the birds. 	Record photos taken	
72	URN:CornellLabOfOrnithology:EBIRD:OBS699341839	2019-01-17 08:30:26.0	29425	species	Citrine Wagtail	Motacilla citreola			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadungamangalam Church Road, Thiruvankulam, Kerala, IN (9.938, 76.378)	L8412124	P	9.937628	76.37783320000001	2019-01-12	07:34:00	obsr823368	S51757638	Traveling	P22	EBIRD_IND	20.0	0.3		3	1	G3769550	0	0	0			It was identified by seeing it's specifications such as yellow color over the head. We had seen this bird on several times from Gujarat and photographed from there. So it was easy to identify the bird	
73	URN:CornellLabOfOrnithology:EBIRD:OBS700630339	2019-01-21 00:23:46.0	29425	species	Citrine Wagtail	Motacilla citreola			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Puthuvype Beach - Valappu Road, Vypin, Kerala, IN (10.007, 76.218)	L6422299	P	10.0067417	76.21817	2019-01-20	10:18:00	obsr556980	S51863711	Traveling	P22	EBIRD	120.0	4.21		2	1	G3782438	0	0	0		AWC count at 4 points along a 4km stretch at Puthuvype on Vypeen Island, Cochin. --Salt water marshes and seafront. 40-50% coverage. --Human activity, LNG terminal,  garbage and traffic are disturbance and threat for the birds. 	Record photos taken	
74	URN:CornellLabOfOrnithology:EBIRD:OBS705020493	2019-01-31 11:36:00.0	29425	species	Citrine Wagtail	Motacilla citreola			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadungamangalam Church Road, Thiruvankulam, Kerala, IN (9.938, 76.378)	L8412124	P	9.937628	76.37783320000001	2019-01-27	13:30:00	obsr706334	S52231584	Traveling	P22	EBIRD_IND	35.0	3.219		3	1	G3815604	0	0	0			easily identified with the special feature of yellow color over the head portion, i have seen this bird in the same place many times and listed also	
75	URN:CornellLabOfOrnithology:EBIRD:OBS699746025	2019-01-18 10:32:30.0	29425	species	Citrine Wagtail	Motacilla citreola			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadungamangalam Church Road, Thiruvankulam, Kerala, IN (9.938, 76.378)	L8412124	P	9.937628	76.37783320000001	2019-01-16	15:30:00	obsr823368	S51792647	Traveling	P22	EBIRD_IND	70.0	1.609		2	1	G3772626	0	0	0			identified with the help of field book and we have got this bird from the same place earlier	
76	URN:CornellLabOfOrnithology:EBIRD:OBS699745878	2019-01-18 10:32:30.0	29425	species	Citrine Wagtail	Motacilla citreola			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadungamangalam Church Road, Thiruvankulam, Kerala, IN (9.938, 76.378)	L8412124	P	9.937628	76.37783320000001	2019-01-16	15:30:00	obsr823367	S51792640	Traveling	P22	EBIRD_IND	70.0	1.609		2	1	G3772626	0	0	0			identified with the help of field book and we have got this bird from the same place earlier	
77	URN:CornellLabOfOrnithology:EBIRD:OBS704711838	2019-01-31 11:36:00.0	29425	species	Citrine Wagtail	Motacilla citreola			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kadungamangalam Church Road, Thiruvankulam, Kerala, IN (9.938, 76.378)	L8412124	P	9.937628	76.37783320000001	2019-01-27	13:30:00	obsr823367	S52203108	Traveling	P22	EBIRD_IND	35.0	3.219		3	1	G3815604	0	0	0			easily identified with the special feature of yellow color over the head portion, i have seen this bird in the same place many times and listed also	
78	URN:CornellLabOfOrnithology:EBIRD:OBS698180432	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:28:00	obsr845684	S51659713	Stationary	P21	EBIRD	15.0			5	1	G3759854	1	0	0			Photographed	
80	URN:CornellLabOfOrnithology:EBIRD:OBS698174105	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:58:00	obsr527144	S51659306	Stationary	P21	EBIRD	15.0			5	1	G3759878	0	0	0			PHOTOGRAPHED	
81	URN:CornellLabOfOrnithology:EBIRD:OBS698172132	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:28:00	obsr527144	S51659117	Stationary	P21	EBIRD	15.0			5	1	G3759854	1	0	0			Photographed	
82	URN:CornellLabOfOrnithology:EBIRD:OBS698172141	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:28:00	obsr809396	S51659118	Stationary	P21	EBIRD	15.0			5	1	G3759854	1	0	0			Photographed	
83	URN:CornellLabOfOrnithology:EBIRD:OBS698176282	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:28:00	obsr823367	S51659469	Stationary	P21	EBIRD	15.0			5	1	G3759854	1	0	0			Photographed	
84	URN:CornellLabOfOrnithology:EBIRD:OBS698172150	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:28:00	obsr638917	S51659119	Stationary	P21	EBIRD	15.0			5	1	G3759854	1	0	0			Photographed	
85	URN:CornellLabOfOrnithology:EBIRD:OBS698188989	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			2				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:28:00	obsr1196810	S51660235	Stationary	P21	EBIRD	15.0			5	1	G3759854	1	0	0			Photographed	
86	URN:CornellLabOfOrnithology:EBIRD:OBS699306602	2019-01-17 02:24:51.0	29425	species	Citrine Wagtail	Motacilla citreola			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:58:00	obsr509242	S51754843	Stationary	P21	EBIRD	15.0			5	1	G3759878	0	0	0			PHOTOGRAPHED	
88	URN:CornellLabOfOrnithology:EBIRD:OBS698180387	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:58:00	obsr845684	S51659710	Stationary	P21	EBIRD	15.0			5	1	G3759878	0	0	0			PHOTOGRAPHED	
89	URN:CornellLabOfOrnithology:EBIRD:OBS698188921	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:58:00	obsr1196810	S51660231	Stationary	P21	EBIRD	15.0			5	1	G3759878	0	0	0			PHOTOGRAPHED	
90	URN:CornellLabOfOrnithology:EBIRD:OBS698176344	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:58:00	obsr823367	S51659473	Stationary	P21	EBIRD	15.0			5	1	G3759878	0	0	0			PHOTOGRAPHED	
91	URN:CornellLabOfOrnithology:EBIRD:OBS698174318	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:58:00	obsr638917	S51659315	Stationary	P21	EBIRD	15.0			5	1	G3759878	0	0	0			PHOTOGRAPHED	
92	URN:CornellLabOfOrnithology:EBIRD:OBS698174295	2019-01-16 09:39:37.0	29425	species	Citrine Wagtail	Motacilla citreola			3				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	07:58:00	obsr809396	S51659314	Stationary	P21	EBIRD	15.0			5	1	G3759878	0	0	0			PHOTOGRAPHED	
93	URN:CornellLabOfOrnithology:EBIRD:OBS702875570	2019-02-01 22:15:41.0	18177	species	Common Iora	Aegithina tiphia			11				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kalamassery--HMT Estate Area	L2678116	H	10.0517898	76.33937	2019-01-26	07:45:00	obsr971739	S52047258	Traveling	P22	EBIRD	214.0	3.0		2	1		0	0	0			i have counted 11	
94	URN:CornellLabOfOrnithology:EBIRD:OBS699267137	2019-01-18 06:37:45.0	1186	species	Common Quail	Coturnix coturnix			1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-13	07:00:00	obsr782440	S51732629	Traveling	P22	EBIRD	780.0	15.0		5	1		0	0	0				
95	URN:CornellLabOfOrnithology:EBIRD:OBS697300908	2019-01-12 22:04:58.0	6895	species	Oriental Darter	Anhinga melanogaster			75				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kochi--Kandakkadavu Wetland	L2639131	H	9.861369999999999	76.27773	2019-01-12	16:42:00	obsr527144	S51585812	Traveling	P22	EBIRD	92.0	0.95		2	1	G3751138	1	0	0			photographed	
96	URN:CornellLabOfOrnithology:EBIRD:OBS698188838	2019-01-16 09:39:37.0	29407	issf	Western Yellow Wagtail	Motacilla flava	Western Yellow Wagtail (beema)	Motacilla flava beema	1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	08:58:00	obsr1196810	S51660224	Stationary	P21	EBIRD	15.0			5	1	G3759888	0	0	0				
97	URN:CornellLabOfOrnithology:EBIRD:OBS698176440	2019-01-16 09:39:37.0	29407	issf	Western Yellow Wagtail	Motacilla flava	Western Yellow Wagtail (beema)	Motacilla flava beema	1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	08:58:00	obsr809396	S51659479	Stationary	P21	EBIRD	15.0			5	1	G3759888	0	0	0				
98	URN:CornellLabOfOrnithology:EBIRD:OBS698176511	2019-01-16 09:39:37.0	29407	issf	Western Yellow Wagtail	Motacilla flava	Western Yellow Wagtail (beema)	Motacilla flava beema	1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	08:58:00	obsr823367	S51659483	Stationary	P21	EBIRD	15.0			5	1	G3759888	0	0	0				
99	URN:CornellLabOfOrnithology:EBIRD:OBS698180340	2019-01-16 09:39:37.0	29407	issf	Western Yellow Wagtail	Motacilla flava	Western Yellow Wagtail (beema)	Motacilla flava beema	1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	08:58:00	obsr845684	S51659707	Stationary	P21	EBIRD	15.0			5	1	G3759888	0	0	0				
100	URN:CornellLabOfOrnithology:EBIRD:OBS698176366	2019-01-16 09:39:37.0	29407	issf	Western Yellow Wagtail	Motacilla flava	Western Yellow Wagtail (beema)	Motacilla flava beema	1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	08:58:00	obsr527144	S51659475	Stationary	P21	EBIRD	15.0			5	1	G3759888	0	0	0				
101	URN:CornellLabOfOrnithology:EBIRD:OBS698176464	2019-01-16 09:39:37.0	29407	issf	Western Yellow Wagtail	Motacilla flava	Western Yellow Wagtail (beema)	Motacilla flava beema	1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	08:58:00	obsr638917	S51659480	Stationary	P21	EBIRD	15.0			5	1	G3759888	0	0	0				
102	URN:CornellLabOfOrnithology:EBIRD:OBS699306662	2019-01-17 02:25:11.0	29407	issf	Western Yellow Wagtail	Motacilla flava	Western Yellow Wagtail (beema)	Motacilla flava beema	1				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thiruvankulam--Kavaleeswaram (Paddy Field)	L3385882	H	9.9416101	76.3785276	2019-01-13	08:58:00	obsr509242	S51754846	Stationary	P21	EBIRD	15.0			5	1	G3759888	0	0	0				
103	URN:CornellLabOfOrnithology:EBIRD:OBS698344103	2019-01-14 12:49:33.0	2083	species	Asian Emerald Dove	Chalcophaps indica			10				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekad Bird Sanctuary	L7479727	P	10.129807199999998	76.68710229999999	2019-01-14	14:00:00	obsr1051711	S51673486	Traveling	P22	EBIRD	480.0	10.0		5	1	G3761271	0	0	0			seen a flock on the ground which flew away	
104	URN:CornellLabOfOrnithology:EBIRD:OBS698344530	2019-01-14 12:49:33.0	2083	species	Asian Emerald Dove	Chalcophaps indica			10				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekad Bird Sanctuary	L7479727	P	10.129807199999998	76.68710229999999	2019-01-14	14:00:00	obsr1133755	S51673517	Traveling	P22	EBIRD	480.0	10.0		5	1	G3761271	0	0	0			seen a flock on the ground which flew away	
105	URN:CornellLabOfOrnithology:EBIRD:OBS701369846	2019-02-10 10:11:57.0	2083	species	Asian Emerald Dove	Chalcophaps indica			10				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad WLS--Salim Ali Trail	L6442070	H	10.132373699999999	76.687333	2019-01-19	10:42:00	obsr946757	S51923716	Traveling	P22	EBIRD	420.0	9.656		4	0		0	0	0			Present in large number	
106	URN:CornellLabOfOrnithology:EBIRD:OBS701019727	2019-02-03 01:29:24.0	2083	species	Asian Emerald Dove	Chalcophaps indica			4				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kalamassery--HMT Estate Area	L2678116	H	10.0517898	76.33937	2019-01-20	07:13:00	obsr809396	S51894818	Traveling	P22	EBIRD	145.0	2.6		4	1	G3783244	1	0	0			Seen as pairs in different locations	
107	URN:CornellLabOfOrnithology:EBIRD:OBS701368111	2019-01-22 06:23:22.0	2083	species	Asian Emerald Dove	Chalcophaps indica			4			Female, Adult (2); Male, Adult (2)	India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kalamassery--HMT Estate Area	L2678116	H	10.0517898	76.33937	2019-01-20	07:13:00	obsr509242	S51923583	Traveling	P22	EBIRD	145.0	2.6		4	1	G3783244	1	0	0			Seen by Jody in different locations	
108	URN:CornellLabOfOrnithology:EBIRD:OBS701019664	2019-01-22 06:23:22.0	2083	species	Asian Emerald Dove	Chalcophaps indica			4			Female, Adult (2); Male, Adult (2)	India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kalamassery--HMT Estate Area	L2678116	H	10.0517898	76.33937	2019-01-20	07:13:00	obsr527144	S51894817	Traveling	P22	EBIRD	145.0	2.6		4	1	G3783244	1	0	0			Seen by Jody in different locations	
109	URN:CornellLabOfOrnithology:EBIRD:OBS701019790	2019-01-22 06:23:22.0	2083	species	Asian Emerald Dove	Chalcophaps indica			4				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Kalamassery--HMT Estate Area	L2678116	H	10.0517898	76.33937	2019-01-20	07:13:00	obsr638917	S51894819	Traveling	P22	EBIRD	145.0	2.6		4	1	G3783244	1	0	0			Seen by Jody in different locations 	
111	URN:CornellLabOfOrnithology:EBIRD:OBS699053260	2019-01-19 08:28:28.0	28094	species	Indian Blackbird	Turdus simillimus			4				India	IN	Kerala	IN-KL	Ernakulam	IN-KL-ER					Thattekkad--Salim Ali Bird Sanctuary	L6363033	H	10.1312119	76.6871157	2019-01-12	07:15:00	obsr543220	S51732548	Traveling	P22	EBIRD_IND	660.0	15.0		2	1		0	0	0			Seen all the individuals moving together, photographed	
